Age,Income,LoanAmount,CreditScore,EmploymentYears,Default
60,102563,63772,373,4,0
62,109930,23879,581,16,0
41,116761,32861,442,12,1
62,173477,20745,535,26,0
61,174042,88115,317,29,0
63,68090,42849,673,12,0
30,172680,73435,330,20,0
42,53700,90160,326,28,1
58,139572,79574,678,19,0
63,103124,52783,620,1,0
18,57933,57281,473,15,0
26,91797,59499,796,3,0
21,98744,42014,335,12,0
45,181806,51587,340,8,0
29,21471,37801,811,34,0
41,108054,44321,422,23,0
63,99135,31183,702,5,0
26,197629,88975,731,3,0
52,192686,24305,310,16,1
55,42706,86015,417,8,0
52,112713,86349,620,15,0
50,198139,12914,813,37,0
52,123343,73897,365,24,0
63,32066,99899,358,16,0
37,178710,72499,843,37,0
19,156559,40162,445,31,0
61,52689,13529,496,1,1
43,118919,61769,546,23,1
59,67221,91936,614,17,0
30,150039,53303,366,4,0
47,171579,79180,800,18,0
49,91744,77306,732,28,0
53,138525,53920,802,19,0
36,55223,48947,388,15,0
39,52056,85598,417,10,0
18,23691,5387,688,29,0
28,158511,38630,524,2,0
43,122164,17654,655,23,0
36,199894,69419,758,32,0
36,102576,25240,731,25,0
29,82574,15364,460,37,0
20,29492,22295,662,26,0
35,179156,88772,774,36,0
22,148719,95634,624,5,0
41,188018,14857,304,3,0
31,86193,83306,818,34,0
55,160491,11390,348,17,0
20,43867,19352,825,26,0
23,135760,13380,468,24,0
29,53717,46046,400,10,0
28,19473,97853,413,15,0
56,66089,85170,336,37,0
43,162209,79321,845,31,0
18,51638,99402,739,8,0
33,125262,60073,798,23,0
64,166790,9602,460,25,1
26,169732,99401,696,0,0
22,151281,36187,726,29,0
25,50608,18895,770,5,0
38,33039,33268,526,8,1
50,88395,43395,533,9,1
56,52905,57153,674,19,0
60,32047,8613,495,11,0
37,146573,23235,641,8,0
62,66071,50237,739,34,0
39,38303,64220,767,16,0
30,97136,93499,637,0,0
56,91770,36419,480,7,0
28,103087,23736,550,22,0
35,184721,67892,306,32,0
47,167551,78561,381,32,0
50,168972,32059,367,36,1
61,75005,95405,738,34,0
20,28780,37771,608,13,1
18,161933,29728,666,12,0
53,102872,8668,806,27,0
23,37041,59335,754,0,0
54,38705,97786,791,38,1
46,97855,43935,618,32,0
28,31141,67528,509,10,0
30,122960,48059,587,17,0
28,184600,80954,461,34,0
55,173301,87801,405,0,0
42,149417,67708,661,14,0
32,130869,21408,333,26,0
30,65842,30284,671,39,0
59,85331,79379,579,0,0
50,133192,63595,580,30,0
30,89668,58779,668,38,0
55,65932,19747,644,30,0
41,186619,71322,332,8,0
37,192684,98685,769,19,0
61,51277,72571,326,32,1
34,162473,19261,669,1,1
41,62265,42949,776,18,0
43,176227,85242,415,24,0
57,129846,63118,543,31,0
49,97953,33926,596,22,0
46,93696,96459,309,30,1
31,31374,95966,400,6,0
54,86417,73188,491,31,1
39,28326,21040,793,18,0
51,163020,8042,496,5,0
44,59086,13527,635,37,0
45,62017,23088,671,31,0
39,59187,73580,741,23,0
60,23582,18790,587,9,0
20,54050,36907,541,13,1
39,143412,73606,489,7,0
38,192825,60434,751,21,0
33,136715,43294,415,2,0
26,165265,46227,574,0,0
30,49940,6474,347,24,0
27,27568,28891,540,2,0
38,173135,92510,605,36,0
59,153991,74216,366,37,0
57,173166,49993,304,17,1
24,131087,28551,633,26,0
63,61684,8306,748,19,0
39,170510,88748,780,2,0
35,83017,14495,694,6,0
38,119123,34694,618,10,0
31,145751,69210,674,32,0
27,119579,89100,717,5,0
50,87163,88145,582,33,0
26,146486,88250,766,0,0
35,62925,50422,390,11,1
30,174567,41423,691,14,0
34,183503,86169,473,23,0
40,178700,38143,691,21,0
42,91637,6656,394,2,0
33,115706,41199,423,13,1
41,188776,76836,376,26,1
48,39836,24705,643,29,0
28,38119,60628,651,31,0
40,178464,6064,818,20,0
58,120475,71304,607,13,0
56,70636,38854,352,33,0
39,196193,7536,570,7,0
50,110860,19969,656,32,0
58,15094,81369,734,12,0
59,20230,36823,552,7,1
35,133769,21407,705,19,0
31,76765,87430,501,0,1
45,69493,10125,325,24,1
28,87974,87658,771,19,0
41,24066,17248,744,32,0
53,141387,86041,505,22,0
36,124214,40652,501,21,0
30,60149,72117,524,9,0
50,187367,12287,344,33,0
36,112067,51946,709,39,0
64,172172,78133,508,27,1
49,108053,51729,764,9,0
32,118809,42201,822,33,0
28,30655,6814,548,38,0
40,32662,80812,475,21,1
22,115158,70623,649,21,0
39,188840,5159,439,30,1
59,111744,42536,483,20,0
35,75287,9011,354,8,0
24,114747,86893,763,13,0
50,111159,76751,525,28,0
20,84301,17460,400,2,1
45,193200,38422,731,31,0
18,145892,22893,715,26,0
64,21285,75310,642,9,1
54,64579,47015,423,0,1
39,114451,54898,700,38,0
61,51888,49338,411,12,1
36,169446,22961,597,30,0
31,149830,38129,567,11,0
20,159615,12729,802,25,0
36,147752,51622,841,17,0
50,30704,81499,429,18,1
38,78469,26527,767,1,0
18,117111,56338,590,35,0
43,24445,56875,713,27,1
27,105128,90711,711,19,0
52,192436,11594,405,0,0
30,118951,82837,604,0,1
23,27210,35562,318,8,0
60,106984,89972,463,7,1
23,110764,45808,318,24,0
52,138130,63106,473,11,0
33,117676,59610,810,3,0
58,61085,21266,331,5,1
25,20356,65283,776,28,0
20,198830,12404,480,30,0
22,74193,25673,697,10,0
38,139600,38132,331,22,1
48,86612,90837,712,25,0
31,59582,18175,827,17,0
54,48708,89505,319,32,0
36,120957,42452,805,33,0
54,190516,49050,660,39,0
37,192182,12245,668,27,0
19,154736,78001,402,18,1
24,85997,88049,467,1,0
50,140092,24416,595,39,0
59,89027,63018,838,8,0
23,120422,22065,779,16,0
24,164957,99561,758,35,0
61,25878,28335,639,20,0
35,50296,7479,642,38,0
60,33740,7912,434,17,0
46,19171,69905,509,11,1
36,107546,25069,571,38,0
42,79861,17972,454,37,0
21,190378,93150,502,7,1
30,153540,96655,392,23,0
49,173652,34030,531,21,0
44,161486,33747,406,26,0
51,141662,69578,753,15,0
45,178825,51192,668,12,0
26,172212,99851,576,38,0
25,168391,33180,613,32,0
38,142636,94019,332,7,0
63,78800,13776,380,36,1
47,140196,28083,678,30,0
46,114523,58820,419,36,0
26,74223,6627,754,34,0
30,149248,86022,502,37,0
35,115104,41558,364,8,1
55,118497,8034,306,36,0
39,155362,61694,519,38,0
48,122616,37323,554,13,0
52,38792,95231,588,24,0
59,159774,35036,762,0,0
59,100642,99737,389,2,0
27,136964,45070,574,10,0
26,91901,53765,462,10,0
48,92942,98587,328,24,0
61,23873,90163,333,36,0
57,44837,61184,625,21,1
41,67377,69973,628,20,0
58,129155,80359,485,28,0
25,138641,44502,525,25,0
37,56142,48833,608,26,0
34,87906,12837,353,12,0
45,126686,35383,572,20,0
23,156494,64374,388,0,0
59,23364,94111,421,10,1
50,91317,40280,742,33,0
45,74201,86232,841,6,0
18,138234,24558,470,1,0
58,66353,59276,687,7,0
52,169200,30014,445,28,0
41,189464,78002,376,0,0
23,155183,74332,448,34,0
24,39421,21508,749,7,0
26,195032,56357,576,29,0
54,61104,77003,439,19,0
33,142529,46668,551,2,0
51,53187,96944,723,3,0
52,138240,96516,378,26,0
52,168483,14620,642,38,0
37,128415,17051,831,11,0
40,56833,6427,302,8,0
59,122582,70828,682,24,0
52,32101,96641,485,16,0
64,156806,94424,541,25,0
63,191551,94928,551,6,0
40,138134,15207,684,31,0
21,81058,73080,568,0,1
27,176781,24606,443,25,1
60,184488,89179,783,20,0
28,34011,61072,745,28,0
57,89143,28769,605,10,0
26,34460,35419,529,6,1
57,114221,6246,360,33,0
29,121701,16985,744,25,0
34,37996,50268,699,38,0
49,138146,18402,848,34,0
40,191878,66758,357,10,0
32,74110,9121,638,8,0
45,156027,69747,756,36,0
55,106621,38849,587,7,0
22,163009,26099,600,23,0
57,52350,73638,673,37,1
35,22970,27124,380,35,1
38,124114,19019,707,33,0
32,62864,54780,415,23,0
20,27034,20652,841,16,0
63,180238,33095,320,12,1
43,188803,30646,727,1,0
32,71004,15950,527,39,1
62,138936,41079,322,25,0
37,138717,32408,643,10,0
38,193350,92433,697,36,0
43,148684,16452,483,36,1
58,40542,67605,802,30,0
40,131209,78719,380,32,1
42,79824,29556,665,14,0
21,51564,12889,558,37,0
27,28509,73720,775,13,1
39,55743,52496,391,7,0
20,171669,45954,435,7,1
36,153242,72293,408,7,1
48,34469,61461,349,39,0
26,30763,75428,614,1,0
46,43365,13330,334,32,0
54,26457,45334,693,25,0
63,57920,87957,305,35,0
24,75990,18950,421,36,0
55,72775,10122,656,34,0
41,125849,72211,357,30,1
25,72878,40597,808,31,0
51,35655,26800,458,34,0
43,113772,65112,601,8,0
45,182798,27255,353,34,0
45,197798,18153,504,39,1
63,60874,12587,673,2,0
24,150319,47776,756,22,0
20,36779,85117,781,4,1
39,136893,54951,844,15,0
55,180461,64798,478,3,0
63,66122,73520,501,37,1
61,187462,27991,777,33,0
35,92821,15185,690,17,0
29,145883,14272,626,24,0
48,108775,48681,615,7,0
56,173890,18624,698,14,0
22,130799,53120,837,31,0
61,43728,19235,485,15,1
58,17214,93114,736,8,1
46,85262,99342,408,23,0
60,83843,38767,721,31,0
53,149041,19465,353,15,1
31,24613,13866,419,33,1
61,37847,29623,573,9,0
35,20934,57486,812,22,1
24,150699,42324,458,15,0
40,166558,71886,417,3,0
50,104949,40261,444,23,0
62,62999,97854,587,2,0
33,20233,62579,549,13,1
54,27779,84509,377,27,1
42,79820,33827,624,1,0
26,121944,6089,699,39,0
45,56964,46007,434,2,0
26,69670,81195,575,29,0
29,32022,10655,357,4,0
35,123746,8743,804,14,0
44,22903,43741,636,2,1
43,132317,30577,682,25,0
43,63581,77133,412,22,1
27,157171,53726,742,14,0
34,43791,60213,425,15,0
49,178467,5461,698,8,0
41,159303,74686,822,5,0
60,25863,19397,504,10,1
25,39201,11805,323,12,0
47,83496,11635,455,4,0
43,115531,35167,674,23,0
41,60697,92629,322,32,1
44,79187,53152,770,13,0
32,130640,94562,435,0,1
45,155799,10797,794,28,0
28,48260,22229,300,6,0
56,131304,12252,706,14,0
19,186720,18776,319,21,0
26,34374,90453,828,0,0
62,116702,82408,777,16,0
40,25636,48449,734,16,1
50,194785,69496,414,13,1
36,166039,52337,369,17,1
30,138669,94977,742,23,0
31,28979,65810,544,16,1
49,106241,22899,445,19,0
39,161929,29796,746,20,0
37,77098,77644,615,37,0
50,40973,14047,474,1,1
22,174194,19217,779,10,0
37,17499,44169,535,24,1
31,150351,8855,752,25,0
44,141039,89751,783,38,0
43,47653,11564,303,34,0
49,120151,91326,778,3,0
47,136171,96706,785,22,0
44,44589,63422,547,32,1
43,189457,33887,334,30,1
35,74568,84186,830,8,0
62,52474,94383,630,30,0
40,156347,37522,580,38,0
61,131164,74863,469,8,1
64,47992,90124,725,24,1
41,25232,7068,334,20,1
21,153071,71102,799,9,0
58,65468,83739,621,16,0
20,18544,16217,412,17,1
60,161684,68457,653,23,0
47,159434,38302,820,37,0
64,95024,89946,558,11,0
33,102893,6021,825,10,0
24,50564,7545,499,6,1
56,186268,22252,340,13,1
39,66965,12340,310,35,0
58,120268,91049,560,18,0
48,78592,85316,552,31,0
30,19462,21191,338,6,1
58,79828,17202,435,26,0
58,146904,13555,728,36,0
46,44779,36787,698,22,0
45,44740,15350,672,34,0
61,70785,75606,762,37,0
36,92815,71453,801,24,0
40,168649,8728,452,4,0
64,60871,38065,411,16,0
25,88902,83342,468,23,0
42,107301,25415,341,24,1
55,129650,50299,741,12,0
55,148309,51259,512,36,0
52,164092,80672,445,31,0
43,58788,31809,609,5,0
20,95740,31389,771,19,0
19,82187,76113,467,22,0
22,141048,18105,555,9,0
37,110272,56885,813,8,0
29,132064,86679,690,34,0
55,157276,99028,336,33,0
33,186508,56370,511,24,0
54,71860,98858,337,16,1
55,114700,85508,334,24,0
53,149654,45605,555,35,0
63,116126,91448,335,11,0
46,140022,88494,596,0,0
52,161101,63821,787,25,0
54,181369,16647,498,21,0
38,172706,67309,834,37,0
38,155841,58971,701,11,0
45,20586,11822,822,34,0
23,30108,64781,383,28,0
37,100505,43790,575,12,0
53,35816,80857,587,1,1
30,171766,45676,395,21,1
57,120918,38002,511,4,1
28,80082,31266,838,1,0
41,51893,75550,367,2,0
36,171545,31844,384,28,0
40,161519,72031,678,16,0
48,138721,56416,459,12,0
54,172915,91739,341,22,1
54,103191,18741,614,1,0
20,173890,33180,692,24,0
51,195631,27055,747,29,0
46,33589,74735,832,6,0
20,77148,46775,321,16,0
32,47570,69169,771,4,0
24,78683,74293,506,37,0
20,65344,32475,309,24,1
64,189898,45129,419,1,0
60,66543,26180,517,10,0
33,144602,66070,308,2,0
62,16422,9377,395,12,1
51,93007,47370,671,19,0
37,194949,51481,707,23,0
61,165729,20891,764,1,0
56,78705,66399,477,26,1
50,46819,50114,497,25,1
31,60376,25968,676,34,0
59,107161,37982,637,6,0
52,129186,35822,736,23,0
28,116963,46609,462,14,0
37,108275,89437,588,14,0
47,135416,51675,511,23,0
45,106305,93048,751,0,0
32,99738,66359,736,16,0
55,176576,40097,555,22,0
30,57288,90936,414,35,1
64,150249,95069,525,18,0
52,180156,49171,581,20,0
64,161779,85198,573,29,0
41,89789,64836,644,38,0
18,64746,67816,534,14,1
59,161636,47347,455,30,1
41,110142,19781,620,8,0
44,172723,55705,571,17,0
35,166736,71296,690,20,0
43,192281,25271,679,27,0
46,193245,23859,702,0,0
25,97587,30129,312,13,0
61,68796,5970,793,0,0
43,162672,85715,424,6,0
22,21007,98603,374,16,1
50,118007,81195,748,9,0
57,139152,61201,383,12,1
22,191822,58221,632,17,0
64,70908,23788,762,3,0
53,124283,93812,471,29,0
30,170613,58416,391,17,1
34,94852,87398,516,15,1
30,93295,44042,415,37,0
42,188393,46591,553,7,0
19,117784,44087,613,9,0
41,95454,65464,783,11,0
53,84728,68910,457,34,0
42,72940,81280,602,26,0
51,68133,20098,784,2,0
29,52551,70002,564,26,0
36,182418,37911,301,2,0
59,134472,75556,688,32,0
47,175356,51448,621,16,0
54,53327,17891,591,30,0
60,65904,95412,595,31,0
18,81235,8515,354,16,1
20,100237,18045,405,9,0
43,179192,68079,577,14,0
32,136853,75489,325,5,0
63,63396,27805,785,7,0
64,62284,23328,707,29,0
45,90569,59103,608,11,0
21,78456,41102,822,30,0
36,154740,60188,489,28,0
41,122922,41928,331,35,0
57,35474,28425,764,16,0
23,161612,18553,639,14,0
33,103054,73368,542,9,0
49,114373,11875,381,6,0
47,81397,49020,476,7,1
52,146157,22554,528,15,1
25,185730,61285,374,1,1
22,43035,82623,446,38,1
54,96862,31780,509,27,0
29,50409,91785,411,11,1
42,76617,21927,532,15,1
50,57821,65142,418,36,0
56,124660,55797,518,8,0
41,86556,12842,306,15,0
28,174429,85456,833,6,0
59,30521,74409,517,5,1
52,29528,79731,794,33,1
57,20265,49744,474,38,1
18,128126,94279,810,22,0
25,70937,42934,662,15,0
40,27754,83600,657,9,0
37,135794,64308,581,36,0
49,54356,98972,509,25,0
28,102445,22883,357,4,0
24,84513,22888,465,39,0
47,175632,72495,402,2,0
56,41714,98873,553,0,1
30,75811,33612,690,37,0
59,56022,19765,675,7,0
20,27302,8501,468,15,0
24,49545,70640,831,13,0
60,59022,89702,646,2,0
30,41472,20529,492,13,0
54,159599,74172,300,36,0
42,127389,35956,632,0,0
40,107892,74280,353,22,1
64,46013,44286,477,34,0
50,130503,76829,407,7,1
22,123046,61121,371,7,1
49,29593,56719,488,28,1
47,54624,56080,653,7,0
48,157777,18194,618,1,0
30,33593,23398,846,38,0
59,154690,35940,302,3,0
22,61320,12126,467,37,1
40,20221,88236,821,32,0
18,49072,55802,334,28,0
27,25868,58619,477,6,1
44,160952,80951,791,17,0
25,35778,29150,569,20,0
20,192168,6672,527,35,1
36,135808,27573,835,14,0
19,36906,19033,564,8,0
48,123814,12389,619,27,0
27,156381,61591,725,4,0
33,169808,96987,544,26,1
54,66427,56215,477,29,0
37,38620,34271,797,7,0
20,127876,70423,683,37,0
52,162652,34808,600,2,0
51,57497,47298,822,20,0
38,100151,39213,425,18,0
53,110470,20805,705,34,0
49,96021,17538,471,5,1
35,165684,88920,779,11,0
51,155080,32828,794,21,0
55,82027,20907,314,20,0
20,125034,65457,443,36,1
20,181602,81341,545,2,1
44,59347,97120,568,12,0
19,199958,81238,515,16,0
20,56755,91067,334,31,1
34,66354,96412,489,9,0
63,112232,78103,820,16,0
56,116511,5239,761,16,0
55,148575,65435,623,26,0
57,53550,23553,461,15,0
36,102054,23043,737,5,0
36,98802,61677,505,8,0
61,90130,95500,835,25,0
22,193599,27158,748,33,0
22,170743,9391,800,35,0
31,112592,98769,492,13,1
44,196038,43986,455,31,0
53,165116,87401,793,23,0
57,171789,35507,607,9,0
52,132257,77504,748,3,0
38,160335,71929,786,26,0
22,42764,51023,626,5,0
41,141299,40774,688,39,0
56,87883,55529,457,19,1
41,27511,35868,347,13,0
57,22421,71547,663,8,0
60,30678,73289,739,17,0
63,84554,95360,694,39,0
30,163430,72474,804,18,0
55,115165,17429,715,9,0
62,81184,98131,322,26,1
18,138621,52716,597,31,0
60,194037,51355,616,2,0
56,131264,27556,301,28,1
27,50367,21842,472,22,0
19,118183,10939,733,7,0
33,33171,51666,463,6,1
54,113441,98649,445,36,0
33,128565,33410,747,38,0
40,115360,49873,495,26,1
43,101646,70647,753,28,0
33,151966,55169,451,4,0
44,167063,80144,666,33,0
64,158279,95493,400,11,0
58,193544,21956,583,25,0
47,22678,98753,761,17,1
50,66047,53069,808,23,0
49,39779,81619,834,28,1
26,166608,10888,596,2,0
28,163112,89553,788,32,0
54,194822,11444,794,34,0
23,34846,87856,428,24,1
47,165582,86176,539,18,1
57,111402,89428,392,37,0
32,149096,75047,658,22,0
47,59575,74253,460,36,0
35,30446,82682,380,35,0
29,145028,90818,533,35,1
21,31455,55813,678,31,0
33,86189,61663,838,23,0
40,195973,59319,324,29,1
28,114256,70532,344,36,0
41,192197,27665,843,23,0
39,183452,32181,405,19,1
56,117426,37232,685,1,0
32,35563,34001,725,7,0
32,21026,53647,836,21,1
27,173243,11481,463,13,1
45,143641,20947,506,24,0
53,113377,96796,788,18,0
34,26718,95993,611,6,1
53,59279,71800,798,9,0
39,59598,74017,778,34,1
40,65429,95506,388,6,0
46,134386,20370,574,18,0
39,177463,92219,507,24,1
28,171649,89125,455,34,0
53,77271,16437,835,0,1
61,130815,94728,495,39,0
46,175536,91707,363,1,0
59,90623,11683,770,7,0
49,163980,54342,701,16,0
31,134979,25211,570,37,0
35,180006,44993,417,5,0
55,197156,24116,509,15,1
54,24952,21296,525,12,0
51,45405,88749,475,37,1
62,79684,76148,563,29,0
40,105776,59707,760,30,0
49,125232,58293,387,36,0
63,62625,17596,492,5,1
20,103253,32011,758,17,0
60,76451,29193,695,34,0
39,56948,37062,571,20,0
40,185538,88580,443,15,0
21,97007,53032,704,10,0
30,36335,24064,612,30,0
49,154736,23383,646,2,0
46,191238,61121,506,3,1
57,29192,5347,334,15,0
57,66620,53877,708,19,0
62,67647,79849,554,32,0
27,113550,93266,519,39,0
30,17878,50202,707,20,1
62,139949,62948,687,2,0
34,21131,58623,661,30,0
55,117798,77305,697,30,0
19,35360,11187,750,8,0
34,73865,19565,640,2,0
61,80861,30886,791,33,0
43,159575,73418,562,22,0
55,138481,44047,718,25,0
54,154667,82384,834,37,0
22,37370,81596,524,10,1
42,29658,41622,836,29,0
26,101609,62351,426,7,1
45,131962,88191,422,32,0
39,33611,55896,663,29,0
46,47611,71289,399,35,1
52,110709,62567,829,39,0
37,55857,68867,571,29,0
22,87669,53064,438,9,0
56,147510,13701,504,6,0
61,44622,17845,557,20,0
49,91611,32398,339,37,0
56,116688,67548,708,9,0
27,113967,96745,467,38,0
57,48500,63530,534,24,1
34,15805,27119,505,21,0
54,72525,24503,407,7,0
32,121376,58694,576,16,0
26,35063,83524,384,28,1
49,51836,73192,734,10,0
40,75519,28243,796,16,0
28,157417,74004,529,33,1
30,65855,69820,388,36,0
35,170985,37837,498,11,0
26,70398,25452,554,21,0
59,190367,27722,438,19,0
22,93054,10479,566,19,0
60,118605,22293,743,8,0
39,70922,89720,324,24,0
49,142754,97685,691,6,0
64,18298,29240,505,25,0
19,97647,26952,387,21,0
38,26763,14059,542,13,1
45,58980,56953,693,39,0
41,85494,8808,791,1,1
41,34321,45663,641,2,0
31,51791,89057,848,33,0
54,176278,82961,520,24,0
44,66165,17838,368,38,1
41,125492,28929,407,6,1
23,82369,90833,749,4,0
43,129437,55245,373,25,0
32,60058,21708,763,33,0
46,139379,25664,625,21,0
53,92129,91062,786,34,0
27,77784,81975,601,12,0
45,73251,38724,394,20,0
26,53435,91407,389,27,1
38,28495,11601,652,6,0
27,189259,98034,606,37,0
21,176439,43680,453,33,1
21,28751,35065,811,14,0
23,96290,88299,755,35,0
43,62488,94410,375,34,1
57,156308,9583,317,38,0
33,128775,8034,718,29,0
25,124189,9438,728,2,0
45,109030,10739,466,15,0
33,187359,30822,779,7,0
55,105960,55785,592,14,0
18,93412,23379,708,2,1
36,163922,11640,849,29,0
34,89821,80642,542,36,1
45,141940,40118,443,9,0
61,151726,57708,614,14,0
29,108525,5628,620,33,0
23,16236,70588,580,3,0
24,123304,88730,686,26,0
25,74353,60228,805,20,0
20,131721,11352,368,9,0
38,103600,39329,592,10,0
25,79367,71774,787,10,0
45,40125,18562,347,0,1
47,80282,72283,378,31,0
49,114522,33100,550,8,0
28,126369,65380,394,36,0
37,19294,74282,415,15,1
33,131877,9707,824,31,0
42,106376,77482,318,35,0
62,135016,52499,671,6,0
26,42773,66273,421,0,1
56,130042,84484,657,35,0
57,99784,51574,415,5,0
57,78468,16478,710,2,0
20,72306,12084,731,32,0
33,141909,90955,596,18,0
29,82759,9341,676,0,0
32,76826,85263,720,5,0
21,132806,75938,651,26,0
40,100638,6307,359,35,0
44,191760,15631,590,32,0
56,116930,67891,702,24,0
60,63344,45885,391,16,1
54,175540,91952,306,33,0
30,97005,63216,403,32,0
60,84313,75037,413,4,1
54,43373,11040,707,32,0
57,127482,6863,569,18,0
38,63353,13423,675,22,0
46,18572,73739,700,37,1
46,145756,15614,401,5,0
28,181554,50521,426,2,1
45,86505,27818,687,7,0
27,110599,25850,479,17,0
22,131738,27900,656,3,0
42,165327,25842,407,35,0
50,148998,12286,360,28,1
34,79276,72193,522,24,0
50,97967,77033,798,36,0
42,20593,13679,412,6,1
50,104747,68379,750,4,0
26,57803,65489,814,5,0
44,144548,51259,360,38,0
42,140893,78509,749,27,0
21,155505,39670,350,9,0
26,60551,72375,815,9,0
63,197954,26292,488,27,0
32,173557,44519,553,25,0
33,105701,48381,730,8,0
33,143750,19673,565,1,0
30,102796,55543,556,19,0
31,76348,70824,355,20,0
39,117158,35266,427,8,1
38,21346,52630,388,11,0
26,64875,65843,397,1,0
58,125744,91562,735,3,0
21,77117,19393,607,18,0
27,99010,5791,680,7,0
52,65727,99239,680,27,0
26,50258,48623,355,25,0
33,131886,97145,658,37,0
35,119016,29042,403,31,0
27,69528,27755,535,27,1
38,133249,62226,362,38,0
32,68197,98791,691,35,0
32,98046,56964,659,2,0
28,68116,23170,555,7,0
57,41152,72630,418,17,1
59,192851,14666,349,11,1
58,59239,78200,643,15,0
64,73761,54159,582,3,0
54,149477,45096,665,21,0
37,46425,11482,622,5,0
51,22736,62128,358,16,0
39,183568,58228,668,21,0
35,131521,43523,608,36,0
33,63053,99098,688,13,1
22,85228,50498,355,22,0
18,26841,21008,496,18,0
36,190685,54509,674,39,0
27,44578,8938,793,20,0
38,62336,33166,767,17,0
30,15754,93003,564,19,1
41,28578,93325,698,23,1
40,185499,83328,541,31,0
40,62694,33988,302,14,0
28,182641,27770,687,30,0
64,17531,25495,317,12,1
19,161096,88657,600,6,0
23,160813,54677,458,24,0
28,77345,90112,743,16,0
32,72183,70926,581,28,0
26,174560,25289,640,22,0
29,88905,57764,339,36,0
53,106678,91458,448,20,0
45,18555,95575,725,38,1
